ville,pays,latitude,longitude,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Beijing,CN,39.9042,116.4074,2026-05-03T22:00:00+00:00,3,253.98,0.05,15.84,43.37,9.06,25.44,34.91,16.92
Beijing,CN,39.9042,116.4074,2026-05-03T23:00:00+00:00,3,264.44,1.81,15.9,43.33,12.03,26.43,37.02,18.96
Beijing,CN,39.9042,116.4074,2026-05-04T00:00:00+00:00,3,278.48,5.03,15.83,47.54,18.63,28.58,40.28,20.02
Beijing,CN,39.9042,116.4074,2026-05-04T01:00:00+00:00,3,281.42,7.13,18.05,59.13,30.82,32.21,43.63,18.25
Beijing,CN,39.9042,116.4074,2026-05-04T02:00:00+00:00,3,285.06,8.09,18.55,65.07,35.49,36.71,48.47,17.1
Beijing,CN,39.9042,116.4074,2026-05-04T03:00:00+00:00,3,280.3,7.38,18.13,76.21,37.97,42.98,54.35,15.25
Beijing,CN,39.9042,116.4074,2026-05-04T04:00:00+00:00,3,208.33,3.07,10.72,115.14,25.83,33.43,39.7,8.47
Beijing,CN,39.9042,116.4074,2026-05-04T05:00:00+00:00,3,187.47,1.56,6.6,131.35,19.84,34.65,39.7,7.28
Beijing,CN,39.9042,116.4074,2026-05-04T06:00:00+00:00,4,180.53,0.9,4.6,142.66,17.51,38.47,43.27,7.26
Beijing,CN,39.9042,116.4074,2026-05-04T07:00:00+00:00,4,178.56,0.6,3.74,152.14,16.35,40.7,45.49,7.75
Beijing,CN,39.9042,116.4074,2026-05-04T08:00:00+00:00,4,177.78,0.49,3.78,154.97,15.87,42.23,47.14,8.53
Beijing,CN,39.9042,116.4074,2026-05-04T09:00:00+00:00,4,177.9,0.41,4.46,154.0,15.41,41.61,46.62,9.53
Beijing,CN,39.9042,116.4074,2026-05-04T10:00:00+00:00,4,187.4,0.3,6.88,142.82,15.06,40.52,46.11,11.98
Beijing,CN,39.9042,116.4074,2026-05-04T11:00:00+00:00,3,205.0,0.06,9.75,127.39,15.32,41.23,48.06,15.26
Beijing,CN,39.9042,116.4074,2026-05-04T12:00:00+00:00,3,222.74,0.0,10.86,118.42,16.03,43.66,51.92,18.22
Beijing,CN,39.9042,116.4074,2026-05-04T13:00:00+00:00,3,233.92,0.0,11.34,111.88,16.43,46.18,55.4,20.58
Beijing,CN,39.9042,116.4074,2026-05-04T14:00:00+00:00,4,244.38,0.0,11.54,107.51,16.94,50.36,60.23,22.09
Beijing,CN,39.9042,116.4074,2026-05-04T15:00:00+00:00,4,251.64,0.0,11.55,104.44,17.63,56.25,66.36,22.81
Beijing,CN,39.9042,116.4074,2026-05-04T16:00:00+00:00,4,252.38,0.0,10.92,102.35,18.25,63.89,73.72,22.57
Beijing,CN,39.9042,116.4074,2026-05-04T17:00:00+00:00,4,255.45,0.0,10.24,100.24,18.83,73.7,83.55,22.42
Beijing,CN,39.9042,116.4074,2026-05-04T18:00:00+00:00,5,261.96,0.0,9.99,96.58,19.9,84.63,94.79,21.59
Beijing,CN,39.9042,116.4074,2026-05-04T19:00:00+00:00,5,274.34,0.0,10.65,90.84,21.65,96.41,107.16,20.56
Beijing,CN,39.9042,116.4074,2026-05-04T20:00:00+00:00,5,292.97,0.0,12.21,83.08,23.47,108.11,119.65,20.31
Beijing,CN,39.9042,116.4074,2026-05-04T21:00:00+00:00,5,317.26,0.0,14.36,75.23,25.44,119.25,131.72,19.91
Beijing,CN,39.9042,116.4074,2026-05-04T22:00:00+00:00,5,339.26,0.01,16.78,67.4,27.45,127.78,141.37,19.24
Beijing,CN,39.9042,116.4074,2026-05-04T23:00:00+00:00,5,363.57,0.82,19.82,61.6,29.98,132.82,148.28,19.31
Beijing,CN,39.9042,116.4074,2026-05-05T00:00:00+00:00,5,388.14,3.39,19.87,59.69,32.76,135.75,153.51,19.68
Beijing,CN,39.9042,116.4074,2026-05-05T01:00:00+00:00,5,406.95,5.5,19.45,63.13,35.68,138.91,158.78,20.36
Beijing,CN,39.9042,116.4074,2026-05-05T02:00:00+00:00,5,414.53,5.85,18.58,74.11,37.96,144.24,165.57,20.47
Beijing,CN,39.9042,116.4074,2026-05-05T03:00:00+00:00,5,414.16,4.58,16.9,96.44,40.04,156.2,178.44,19.34
Beijing,CN,39.9042,116.4074,2026-05-05T04:00:00+00:00,5,386.61,2.66,13.55,136.67,43.29,165.62,188.57,15.18
Beijing,CN,39.9042,116.4074,2026-05-05T05:00:00+00:00,5,360.83,1.25,8.82,172.36,41.71,170.75,192.9,12.93
Beijing,CN,39.9042,116.4074,2026-05-05T06:00:00+00:00,5,333.28,0.58,5.39,195.46,37.12,159.81,180.08,12.49
Beijing,CN,39.9042,116.4074,2026-05-05T07:00:00+00:00,5,276.02,0.37,3.84,196.64,28.08,114.25,131.04,11.34
Beijing,CN,39.9042,116.4074,2026-05-05T08:00:00+00:00,4,223.18,0.35,3.71,179.58,20.08,73.31,86.82,10.51
Beijing,CN,39.9042,116.4074,2026-05-05T09:00:00+00:00,4,189.11,0.35,4.41,160.16,15.05,45.62,56.66,10.58
Beijing,CN,39.9042,116.4074,2026-05-05T10:00:00+00:00,4,175.39,0.22,5.96,144.24,12.91,34.27,43.82,10.4
Beijing,CN,39.9042,116.4074,2026-05-05T11:00:00+00:00,3,178.02,0.04,7.51,133.65,13.03,31.34,40.42,11.23
Beijing,CN,39.9042,116.4074,2026-05-05T12:00:00+00:00,3,187.31,0.0,8.0,128.8,14.02,32.18,41.32,12.57
Beijing,CN,39.9042,116.4074,2026-05-05T13:00:00+00:00,3,198.13,0.0,8.52,123.24,15.0,34.35,43.64,14.39
Beijing,CN,39.9042,116.4074,2026-05-05T14:00:00+00:00,3,215.41,0.0,9.29,117.41,16.04,37.93,47.68,16.63
Beijing,CN,39.9042,116.4074,2026-05-05T15:00:00+00:00,3,231.72,0.0,9.8,112.61,16.83,42.03,51.93,18.48
Beijing,CN,39.9042,116.4074,2026-05-05T16:00:00+00:00,3,239.94,0.0,9.33,108.89,17.04,46.15,55.4,19.38
Beijing,CN,39.9042,116.4074,2026-05-05T17:00:00+00:00,4,247.42,0.0,8.3,108.08,17.94,50.13,58.78,19.66
Beijing,CN,39.9042,116.4074,2026-05-05T18:00:00+00:00,4,255.98,0.0,7.78,106.52,19.57,53.05,61.46,19.72
Beijing,CN,39.9042,116.4074,2026-05-05T19:00:00+00:00,4,263.19,0.0,8.11,100.94,20.86,55.15,63.63,20.54
Beijing,CN,39.9042,116.4074,2026-05-05T20:00:00+00:00,4,270.82,0.0,9.02,92.18,21.02,57.52,66.31,22.12
Beijing,CN,39.9042,116.4074,2026-05-05T21:00:00+00:00,4,277.95,0.0,10.19,83.86,20.92,60.75,69.95,23.2
Beijing,CN,39.9042,116.4074,2026-05-05T22:00:00+00:00,4,283.52,0.01,11.48,76.03,20.7,64.3,74.0,23.18
Beijing,CN,39.9042,116.4074,2026-05-05T23:00:00+00:00,4,295.5,0.35,13.57,69.03,21.34,68.19,79.14,23.05
Beijing,CN,39.9042,116.4074,2026-05-06T00:00:00+00:00,4,310.12,1.77,14.71,66.61,23.57,72.74,85.09,22.43
Beijing,CN,39.9042,116.4074,2026-05-06T01:00:00+00:00,5,318.94,2.14,16.06,70.85,28.78,78.94,91.89,20.7
Beijing,CN,39.9042,116.4074,2026-05-06T02:00:00+00:00,5,340.37,2.91,17.2,73.85,33.21,83.97,98.18,19.88
Beijing,CN,39.9042,116.4074,2026-05-06T03:00:00+00:00,5,381.16,4.01,20.34,80.31,41.3,92.96,109.03,18.87
Beijing,CN,39.9042,116.4074,2026-05-06T04:00:00+00:00,5,398.37,4.05,22.54,97.09,45.59,102.37,118.51,16.5
Beijing,CN,39.9042,116.4074,2026-05-06T05:00:00+00:00,5,386.49,3.81,22.77,110.63,44.03,99.32,113.68,15.23
Beijing,CN,39.9042,116.4074,2026-05-06T06:00:00+00:00,5,379.55,3.91,24.19,110.71,43.27,87.05,99.53,15.93
Beijing,CN,39.9042,116.4074,2026-05-06T07:00:00+00:00,4,368.24,2.92,25.08,104.91,40.31,69.91,80.13,16.49
Beijing,CN,39.9042,116.4074,2026-05-06T08:00:00+00:00,4,359.2,2.07,25.65,100.15,37.88,57.79,66.3,16.66
Beijing,CN,39.9042,116.4074,2026-05-06T09:00:00+00:00,4,349.05,1.19,25.32,98.64,34.88,51.67,58.84,16.28
Beijing,CN,39.9042,116.4074,2026-05-06T10:00:00+00:00,3,349.68,0.55,26.53,86.96,29.24,48.02,55.04,17.94
Beijing,CN,39.9042,116.4074,2026-05-06T11:00:00+00:00,3,375.46,0.12,30.85,67.62,24.37,47.49,56.52,22.15
Beijing,CN,39.9042,116.4074,2026-05-06T12:00:00+00:00,3,407.13,0.0,34.73,52.13,21.31,48.57,60.65,26.51
Beijing,CN,39.9042,116.4074,2026-05-06T13:00:00+00:00,4,428.18,0.0,38.36,40.49,19.27,51.05,65.52,29.42
Beijing,CN,39.9042,116.4074,2026-05-06T14:00:00+00:00,4,443.2,0.01,42.47,32.64,19.05,54.71,69.87,28.6
Beijing,CN,39.9042,116.4074,2026-05-06T15:00:00+00:00,4,442.75,0.0,46.76,28.71,21.91,56.9,70.97,24.75
Beijing,CN,39.9042,116.4074,2026-05-06T16:00:00+00:00,4,415.99,0.0,47.16,30.49,25.97,53.23,65.71,21.64
Beijing,CN,39.9042,116.4074,2026-05-06T17:00:00+00:00,3,380.32,0.0,43.27,36.81,25.71,44.13,55.83,21.13
Beijing,CN,39.9042,116.4074,2026-05-06T18:00:00+00:00,3,311.81,0.0,32.8,50.64,22.19,30.24,40.89,19.21
Beijing,CN,39.9042,116.4074,2026-05-06T19:00:00+00:00,2,202.53,0.0,15.04,75.61,13.46,12.36,21.99,13.92
Beijing,CN,39.9042,116.4074,2026-05-06T20:00:00+00:00,2,158.61,0.0,8.18,84.13,8.79,5.38,15.32,12.72
Beijing,CN,39.9042,116.4074,2026-05-06T21:00:00+00:00,2,145.09,0.0,6.15,86.24,7.15,3.1,13.52,12.56
Beijing,CN,39.9042,116.4074,2026-05-06T22:00:00+00:00,2,140.41,0.02,5.39,86.24,6.37,2.26,11.73,11.86
Beijing,CN,39.9042,116.4074,2026-05-06T23:00:00+00:00,2,141.67,0.34,5.07,86.26,6.08,1.83,9.38,10.89
Beijing,CN,39.9042,116.4074,2026-05-07T00:00:00+00:00,2,144.23,0.87,4.67,86.6,5.98,1.61,7.58,9.88
Beijing,CN,39.9042,116.4074,2026-05-07T01:00:00+00:00,2,140.53,0.93,3.52,90.5,4.76,1.26,5.1,7.46
Beijing,CN,39.9042,116.4074,2026-05-07T02:00:00+00:00,2,137.77,0.74,2.57,96.81,3.92,1.16,3.47,5.62
Beijing,CN,39.9042,116.4074,2026-05-07T03:00:00+00:00,3,136.77,0.59,2.06,103.31,3.72,1.5,3.17,4.95
Beijing,CN,39.9042,116.4074,2026-05-07T04:00:00+00:00,3,138.37,0.48,1.78,110.58,3.78,2.15,3.63,4.91
Beijing,CN,39.9042,116.4074,2026-05-07T05:00:00+00:00,3,138.84,0.42,1.65,115.59,3.79,2.84,4.28,5.2
Beijing,CN,39.9042,116.4074,2026-05-07T06:00:00+00:00,3,139.48,0.39,1.67,119.24,3.9,3.42,4.9,5.58
Beijing,CN,39.9042,116.4074,2026-05-07T07:00:00+00:00,3,144.2,0.52,2.36,119.59,4.96,4.22,6.06,6.99
Beijing,CN,39.9042,116.4074,2026-05-07T08:00:00+00:00,3,151.92,0.78,3.81,114.33,6.65,5.24,7.84,9.3
Beijing,CN,39.9042,116.4074,2026-05-07T09:00:00+00:00,3,160.69,0.96,5.89,108.46,8.01,6.17,9.51,11.42
Beijing,CN,39.9042,116.4074,2026-05-07T10:00:00+00:00,2,181.1,1.04,10.31,93.97,9.23,7.42,12.34,15.58
Beijing,CN,39.9042,116.4074,2026-05-07T11:00:00+00:00,2,212.12,0.4,16.08,74.17,10.53,9.0,16.47,20.67
Beijing,CN,39.9042,116.4074,2026-05-07T12:00:00+00:00,2,243.23,0.0,19.4,62.83,11.85,11.02,20.99,25.06
Beijing,CN,39.9042,116.4074,2026-05-07T13:00:00+00:00,2,265.23,0.0,20.57,58.4,12.73,13.12,24.57,28.21
Beijing,CN,39.9042,116.4074,2026-05-07T14:00:00+00:00,2,284.03,0.0,20.31,59.18,13.72,15.41,27.42,29.74
Beijing,CN,39.9042,116.4074,2026-05-07T15:00:00+00:00,2,296.16,0.0,19.14,63.58,14.88,17.55,29.05,30.05
Beijing,CN,39.9042,116.4074,2026-05-07T16:00:00+00:00,2,285.5,0.0,15.19,79.86,18.06,18.81,27.51,24.79
Beijing,CN,39.9042,116.4074,2026-05-07T17:00:00+00:00,2,296.96,0.0,14.82,80.28,21.63,21.32,29.43,24.82
Beijing,CN,39.9042,116.4074,2026-05-07T18:00:00+00:00,3,316.77,0.0,17.57,72.71,27.17,25.4,34.27,26.54
Beijing,CN,39.9042,116.4074,2026-05-07T19:00:00+00:00,3,332.88,0.0,20.76,59.91,26.87,29.51,39.25,30.18
Beijing,CN,39.9042,116.4074,2026-05-07T20:00:00+00:00,3,346.61,0.0,23.26,47.2,21.76,32.83,43.69,35.4
Beijing,CN,39.9042,116.4074,2026-05-07T21:00:00+00:00,3,357.06,0.0,25.76,38.42,18.2,35.92,48.24,39.52
Beijing,CN,39.9042,116.4074,2026-05-07T22:00:00+00:00,3,364.1,0.18,27.9,32.44,16.47,38.4,52.37,41.32
Beijing,CN,39.9042,116.4074,2026-05-07T23:00:00+00:00,3,383.28,4.19,26.04,32.92,17.44,41.01,57.65,39.9
Beijing,CN,39.9042,116.4074,2026-05-08T00:00:00+00:00,3,404.96,9.57,22.92,37.64,21.58,44.42,63.52,37.03
Beijing,CN,39.9042,116.4074,2026-05-08T01:00:00+00:00,3,402.39,10.74,23.78,51.2,33.63,49.03,68.55,33.0
Beijing,CN,39.9042,116.4074,2026-05-08T02:00:00+00:00,4,412.44,10.93,23.2,59.68,37.02,55.99,76.31,29.78
Beijing,CN,39.9042,116.4074,2026-05-08T03:00:00+00:00,4,424.43,9.51,22.9,73.11,39.9,67.56,88.43,26.32
Beijing,CN,39.9042,116.4074,2026-05-08T04:00:00+00:00,4,325.73,4.73,18.12,120.67,40.43,60.53,76.65,13.83
Beijing,CN,39.9042,116.4074,2026-05-08T05:00:00+00:00,4,265.71,2.59,12.28,138.88,31.73,52.48,66.69,9.94
Beijing,CN,39.9042,116.4074,2026-05-08T06:00:00+00:00,4,232.48,1.56,8.62,146.37,25.13,45.2,58.89,8.82
Beijing,CN,39.9042,116.4074,2026-05-08T07:00:00+00:00,4,197.24,0.87,5.66,152.09,18.11,31.94,45.71,8.01
Beijing,CN,39.9042,116.4074,2026-05-08T08:00:00+00:00,4,180.73,0.62,4.87,150.52,14.97,26.0,39.6,8.35
Beijing,CN,39.9042,116.4074,2026-05-08T09:00:00+00:00,4,174.12,0.48,5.34,146.98,13.61,25.01,37.68,8.89
Beijing,CN,39.9042,116.4074,2026-05-08T10:00:00+00:00,4,177.38,0.3,7.15,140.96,13.52,26.01,37.46,10.41
Beijing,CN,39.9042,116.4074,2026-05-08T11:00:00+00:00,3,187.57,0.06,9.1,133.78,14.36,27.79,38.4,12.7
Beijing,CN,39.9042,116.4074,2026-05-08T12:00:00+00:00,3,197.51,0.0,9.53,130.8,15.64,30.86,41.05,14.77
Beijing,CN,39.9042,116.4074,2026-05-08T13:00:00+00:00,3,203.16,0.0,9.54,128.41,16.74,34.89,44.79,16.2
Beijing,CN,39.9042,116.4074,2026-05-08T14:00:00+00:00,3,212.39,0.0,9.71,127.08,18.23,41.02,51.28,17.42
Beijing,CN,39.9042,116.4074,2026-05-08T15:00:00+00:00,3,222.39,0.0,10.02,125.74,19.95,49.11,60.11,18.26
Beijing,CN,39.9042,116.4074,2026-05-08T16:00:00+00:00,4,227.89,0.0,10.07,122.41,21.8,58.07,69.85,18.82
Beijing,CN,39.9042,116.4074,2026-05-08T17:00:00+00:00,4,234.28,0.0,9.73,117.56,23.66,67.25,80.04,19.8
Beijing,CN,39.9042,116.4074,2026-05-08T18:00:00+00:00,5,242.5,0.0,9.68,110.38,25.18,75.55,89.34,21.06
Beijing,CN,39.9042,116.4074,2026-05-08T19:00:00+00:00,5,253.48,0.0,10.49,98.2,25.19,81.3,95.71,23.45
Beijing,CN,39.9042,116.4074,2026-05-08T20:00:00+00:00,5,267.06,0.0,11.9,85.0,24.13,85.66,100.68,26.88
Beijing,CN,39.9042,116.4074,2026-05-08T21:00:00+00:00,5,280.67,0.0,13.45,74.1,23.27,89.34,105.1,29.78
Beijing,CN,39.9042,116.4074,2026-05-08T22:00:00+00:00,5,290.81,0.21,15.45,66.06,22.85,91.86,108.42,30.97
Beijing,CN,39.9042,116.4074,2026-05-08T23:00:00+00:00,5,307.82,1.55,16.89,61.52,24.01,94.32,112.36,29.48
Beijing,CN,39.9042,116.4074,2026-05-09T00:00:00+00:00,5,323.32,3.44,16.86,63.45,27.66,97.6,116.9,26.81
Beijing,CN,39.9042,116.4074,2026-05-09T01:00:00+00:00,5,328.71,4.24,16.62,73.0,33.37,102.44,122.35,24.44
Beijing,CN,39.9042,116.4074,2026-05-09T02:00:00+00:00,5,333.42,4.55,15.66,81.24,34.84,108.49,128.99,22.62
Beijing,CN,39.9042,116.4074,2026-05-09T03:00:00+00:00,5,336.63,3.96,14.43,96.36,36.23,118.69,139.51,20.72
Beijing,CN,39.9042,116.4074,2026-05-09T04:00:00+00:00,5,319.1,2.22,12.03,127.76,37.02,129.41,151.43,16.62
Beijing,CN,39.9042,116.4074,2026-05-09T05:00:00+00:00,5,300.99,1.18,9.0,149.46,34.71,134.9,157.06,14.21
Beijing,CN,39.9042,116.4074,2026-05-09T06:00:00+00:00,5,289.22,0.63,6.91,165.17,32.2,136.2,158.05,13.3
Beijing,CN,39.9042,116.4074,2026-05-09T07:00:00+00:00,5,284.89,0.45,6.29,174.51,29.99,135.45,157.25,13.46
Beijing,CN,39.9042,116.4074,2026-05-09T08:00:00+00:00,5,278.12,0.4,6.54,172.23,27.03,130.7,151.94,13.95
Beijing,CN,39.9042,116.4074,2026-05-09T09:00:00+00:00,5,271.71,0.34,7.45,165.15,24.28,122.61,142.98,14.64
Beijing,CN,39.9042,116.4074,2026-05-09T10:00:00+00:00,5,270.64,0.19,9.11,154.5,22.41,116.33,136.02,15.38
Beijing,CN,39.9042,116.4074,2026-05-09T11:00:00+00:00,5,280.04,0.03,10.96,142.12,22.17,114.58,134.06,16.51
Beijing,CN,39.9042,116.4074,2026-05-09T12:00:00+00:00,5,301.01,0.0,12.44,131.58,23.77,118.13,137.73,18.08
Beijing,CN,39.9042,116.4074,2026-05-09T13:00:00+00:00,5,336.81,0.0,15.71,112.92,26.48,123.87,143.39,21.09
Beijing,CN,39.9042,116.4074,2026-05-09T14:00:00+00:00,5,391.28,0.0,20.4,95.49,30.66,134.04,154.6,23.95
Beijing,CN,39.9042,116.4074,2026-05-09T15:00:00+00:00,5,442.69,0.0,25.08,82.08,34.71,144.71,166.5,26.38
Beijing,CN,39.9042,116.4074,2026-05-09T16:00:00+00:00,5,473.26,0.0,28.16,70.91,31.29,151.73,173.37,33.63
Beijing,CN,39.9042,116.4074,2026-05-09T17:00:00+00:00,5,495.94,0.0,29.73,61.24,24.37,159.14,180.52,42.28
Beijing,CN,39.9042,116.4074,2026-05-09T18:00:00+00:00,5,515.53,0.0,30.14,53.26,19.69,166.79,188.38,47.1
Beijing,CN,39.9042,116.4074,2026-05-09T19:00:00+00:00,5,515.72,0.0,28.91,45.55,15.82,170.18,191.85,47.31
Beijing,CN,39.9042,116.4074,2026-05-09T20:00:00+00:00,5,511.22,0.0,27.44,38.62,12.92,171.57,193.48,49.3
Beijing,CN,39.9042,116.4074,2026-05-09T21:00:00+00:00,5,499.77,0.02,25.98,31.97,11.27,170.39,192.61,52.08
Beijing,CN,39.9042,116.4074,2026-05-09T22:00:00+00:00,5,484.92,0.28,24.33,23.66,8.76,165.5,188.05,42.27
Beijing,CN,39.9042,116.4074,2026-05-09T23:00:00+00:00,5,479.49,3.66,18.81,20.6,7.38,159.16,183.0,32.59
Beijing,CN,39.9042,116.4074,2026-05-10T00:00:00+00:00,5,473.73,7.83,13.78,22.42,7.98,151.46,177.19,29.7
Beijing,CN,39.9042,116.4074,2026-05-10T01:00:00+00:00,5,426.67,6.08,13.64,45.14,17.61,138.4,170.57,24.97
Beijing,CN,39.9042,116.4074,2026-05-10T02:00:00+00:00,5,374.74,4.99,12.29,60.36,18.67,116.32,158.6,22.91
Beijing,CN,39.9042,116.4074,2026-05-10T03:00:00+00:00,5,323.79,3.6,10.6,77.07,18.57,97.47,151.25,22.6
Beijing,CN,39.9042,116.4074,2026-05-10T04:00:00+00:00,4,236.04,1.72,7.15,110.51,17.35,62.53,136.57,17.48
Beijing,CN,39.9042,116.4074,2026-05-10T05:00:00+00:00,4,192.05,0.89,4.57,127.4,14.0,43.03,115.6,15.27
Beijing,CN,39.9042,116.4074,2026-05-10T06:00:00+00:00,3,168.33,0.55,3.35,136.43,11.18,33.49,96.03,13.17
Beijing,CN,39.9042,116.4074,2026-05-10T07:00:00+00:00,3,151.93,0.41,3.01,137.32,9.03,25.52,73.02,11.08
Beijing,CN,39.9042,116.4074,2026-05-10T08:00:00+00:00,3,152.51,0.4,4.04,129.39,9.38,23.33,63.81,11.7
Beijing,CN,39.9042,116.4074,2026-05-10T09:00:00+00:00,3,158.27,0.34,5.83,120.13,10.2,23.31,60.67,12.88
Beijing,CN,39.9042,116.4074,2026-05-10T10:00:00+00:00,3,170.81,0.2,8.57,105.1,10.74,24.21,60.22,15.75
Beijing,CN,39.9042,116.4074,2026-05-10T11:00:00+00:00,3,188.87,0.05,11.3,89.67,11.7,25.32,61.31,19.61
Beijing,CN,39.9042,116.4074,2026-05-10T12:00:00+00:00,3,205.01,0.0,13.05,80.52,13.13,25.9,63.28,23.08
Beijing,CN,39.9042,116.4074,2026-05-10T13:00:00+00:00,3,215.78,0.0,14.43,72.29,13.56,25.51,60.38,25.56
Beijing,CN,39.9042,116.4074,2026-05-10T14:00:00+00:00,3,231.12,0.0,15.84,63.77,13.2,25.54,56.78,28.59
Beijing,CN,39.9042,116.4074,2026-05-10T15:00:00+00:00,3,241.42,0.0,16.93,56.95,12.62,25.63,53.86,31.53
Beijing,CN,39.9042,116.4074,2026-05-10T16:00:00+00:00,3,240.38,0.0,17.05,51.97,11.97,25.56,50.4,34.77
Beijing,CN,39.9042,116.4074,2026-05-10T17:00:00+00:00,3,242.27,0.0,16.77,48.26,11.16,26.73,49.99,39.1
Beijing,CN,39.9042,116.4074,2026-05-10T18:00:00+00:00,3,244.53,0.0,15.99,47.23,10.18,28.6,50.98,43.03
Beijing,CN,39.9042,116.4074,2026-05-10T19:00:00+00:00,3,241.01,0.0,14.78,45.92,8.35,29.59,50.83,44.07
Beijing,CN,39.9042,116.4074,2026-05-10T20:00:00+00:00,3,243.37,0.0,14.34,40.85,6.55,30.38,50.85,41.8
Beijing,CN,39.9042,116.4074,2026-05-10T21:00:00+00:00,3,248.45,0.0,14.58,34.86,5.51,31.32,51.13,38.31
Beijing,CN,39.9042,116.4074,2026-05-10T22:00:00+00:00,3,250.7,0.14,14.6,30.5,5.17,31.78,51.06,33.09
Beijing,CN,39.9042,116.4074,2026-05-10T23:00:00+00:00,3,270.28,2.73,12.9,27.26,5.78,32.43,53.3,30.66
Beijing,CN,39.9042,116.4074,2026-05-11T00:00:00+00:00,3,301.81,7.09,11.46,26.35,7.0,34.08,57.5,29.74
Beijing,CN,39.9042,116.4074,2026-05-12T01:00:00+00:00,4,326.88,5.82,13.87,41.17,16.31,59.99,80.24,23.89
Beijing,CN,39.9042,116.4074,2026-05-12T02:00:00+00:00,4,330.26,5.25,13.3,54.99,19.72,69.97,90.88,22.19
Beijing,CN,39.9042,116.4074,2026-05-12T03:00:00+00:00,5,334.27,3.5,11.79,80.89,22.92,89.85,111.07,20.35
Beijing,CN,39.9042,116.4074,2026-05-12T04:00:00+00:00,5,240.74,0.47,3.75,171.91,20.88,88.8,103.29,6.81
Beijing,CN,39.9042,116.4074,2026-05-12T05:00:00+00:00,5,210.37,0.23,2.14,183.45,15.7,72.5,85.3,6.31
Beijing,CN,39.9042,116.4074,2026-05-12T06:00:00+00:00,5,206.41,0.22,2.16,187.15,14.81,73.05,85.95,6.21
Beijing,CN,39.9042,116.4074,2026-05-12T07:00:00+00:00,5,209.07,0.23,2.58,191.33,14.92,75.44,88.76,6.68
Beijing,CN,39.9042,116.4074,2026-05-12T08:00:00+00:00,5,211.42,0.26,3.37,188.75,15.26,76.62,90.1,7.59
Beijing,CN,39.9042,116.4074,2026-05-12T09:00:00+00:00,5,212.91,0.26,4.6,182.49,15.52,76.31,89.79,8.58
Beijing,CN,39.9042,116.4074,2026-05-12T10:00:00+00:00,5,220.35,0.18,6.88,171.28,16.15,76.73,90.32,10.35
Beijing,CN,39.9042,116.4074,2026-05-12T11:00:00+00:00,5,233.67,0.04,9.29,157.67,17.15,78.16,92.12,12.99
Beijing,CN,39.9042,116.4074,2026-05-12T12:00:00+00:00,5,247.79,0.0,9.96,149.45,18.23,80.62,95.06,15.65
Beijing,CN,39.9042,116.4074,2026-05-12T13:00:00+00:00,5,257.49,0.0,9.87,145.14,19.1,83.74,98.35,17.69
Beijing,CN,39.9042,116.4074,2026-05-12T14:00:00+00:00,5,271.79,0.0,9.45,145.72,20.51,91.21,106.38,19.03
Beijing,CN,39.9042,116.4074,2026-05-12T15:00:00+00:00,5,287.02,0.0,8.83,149.59,21.83,103.13,119.02,19.46
Beijing,CN,39.9042,116.4074,2026-05-12T16:00:00+00:00,5,296.65,0.0,7.86,151.51,21.87,115.43,131.64,19.42
Beijing,CN,39.9042,116.4074,2026-05-12T17:00:00+00:00,5,303.46,0.0,6.99,148.44,20.82,125.16,141.48,19.99
Beijing,CN,39.9042,116.4074,2026-05-12T18:00:00+00:00,5,308.53,0.0,6.48,141.13,19.82,132.06,148.42,20.07
Beijing,CN,39.9042,116.4074,2026-05-12T19:00:00+00:00,5,312.84,0.0,6.47,129.99,19.22,135.89,152.23,18.72
Beijing,CN,39.9042,116.4074,2026-05-12T20:00:00+00:00,5,322.37,0.0,7.07,117.73,19.72,140.12,156.8,17.9
Beijing,CN,39.9042,116.4074,2026-05-12T21:00:00+00:00,5,336.87,0.0,8.21,104.53,20.78,145.59,162.87,17.2
Beijing,CN,39.9042,116.4074,2026-05-12T22:00:00+00:00,5,351.98,0.09,10.01,92.38,22.14,151.13,169.51,16.75
Beijing,CN,39.9042,116.4074,2026-05-12T23:00:00+00:00,5,372.55,0.69,11.75,83.38,23.91,157.19,177.62,17.04
Beijing,CN,39.9042,116.4074,2026-05-13T00:00:00+00:00,5,393.05,1.67,12.93,81.43,26.39,164.84,187.58,17.27
Beijing,CN,39.9042,116.4074,2026-05-13T01:00:00+00:00,5,408.85,1.8,13.77,87.01,29.1,172.11,196.55,17.57
Beijing,CN,39.9042,116.4074,2026-05-13T02:00:00+00:00,5,418.85,1.75,12.51,102.09,30.44,180.7,206.24,17.68
Beijing,CN,39.9042,116.4074,2026-05-13T03:00:00+00:00,5,425.94,1.16,9.79,130.47,31.09,196.83,223.27,17.14
Beijing,CN,39.9042,116.4074,2026-05-13T04:00:00+00:00,5,409.37,0.48,5.65,182.55,28.67,209.66,238.86,12.13
Beijing,CN,39.9042,116.4074,2026-05-13T05:00:00+00:00,5,382.89,0.29,4.01,210.1,25.09,202.52,233.51,10.26
Beijing,CN,39.9042,116.4074,2026-05-13T06:00:00+00:00,5,368.27,0.26,3.82,221.99,23.32,195.76,227.97,10.46
Beijing,CN,39.9042,116.4074,2026-05-13T07:00:00+00:00,5,360.05,0.26,4.29,227.36,22.24,187.59,221.39,11.82
